train_size,replicate,batch_id,well_id,public_compound_id,control_name,sample_seed
3000,2,batch_1,38452,CPD_137861888137,aloperine,20560917
3000,2,batch_1,38881,CPD_137861888137,aloperine,20560917
3000,2,batch_1,39532,CPD_137861888137,aloperine,20560917
3000,2,batch_1,41510,CPD_137861888137,aloperine,20560917
3000,2,batch_1,42337,CPD_137861888137,aloperine,20560917
3000,2,batch_1,43458,CPD_137861888137,aloperine,20560917
3000,2,batch_1,43569,CPD_137861888137,aloperine,20560917
3000,2,batch_1,43836,CPD_137861888137,aloperine,20560917
3000,2,batch_1,43858,CPD_137861888137,aloperine,20560917
3000,2,batch_1,47143,CPD_137861888137,aloperine,20560917
3000,2,batch_1,1362,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,5593,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,5647,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,7997,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,8956,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,9131,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,11131,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,11426,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,13158,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,13279,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,13654,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,13770,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,14038,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,14880,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,15618,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,15901,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,16609,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,17359,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,18352,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,18915,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,18988,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,19135,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,20284,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,20699,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,21041,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,21165,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,22202,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,23026,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,23203,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,23240,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,23536,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,24112,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,25666,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,25914,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,26642,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,26717,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,26966,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,27348,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,28201,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,28261,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,28410,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,29291,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,30685,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,30724,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,33855,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,33869,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,35101,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,35240,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,35532,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,36026,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,36670,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,37173,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,37304,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,38005,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,38402,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,38970,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,39067,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,39390,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,39449,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,39623,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,40808,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,40846,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,43970,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,46485,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,47551,CPD_236412001094,ceritinib,20560917
3000,2,batch_1,2720,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,3778,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,4386,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,4674,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,4868,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,5046,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,5103,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,7010,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,7976,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,7986,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,8725,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,8892,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,9810,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,10380,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,11018,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,12327,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,12818,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,15230,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,17706,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,18499,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,18873,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,18982,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,19716,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,19826,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,20695,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,21127,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,21444,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,21761,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,22319,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,22945,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,23957,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,24049,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,24435,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,24459,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,25510,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,25808,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,27292,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,27822,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,27884,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,27921,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,27928,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,28352,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,28512,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,28596,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,28903,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,29006,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,29138,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,30610,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,30673,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,30785,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,31057,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,31274,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,31491,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,31684,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,32024,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,32443,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,32828,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,33285,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,33434,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,34337,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,34688,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,36027,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,36569,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,37847,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,38220,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,39622,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,39944,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,40568,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,40738,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,41412,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,42352,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,43082,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,43504,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,44737,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,45598,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,46626,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,47262,CPD_549558202917,cobimetinib,20560917
3000,2,batch_1,366,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,495,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,4334,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,5457,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,5917,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,7911,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,8038,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,8291,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,8315,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,8779,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,9422,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,10230,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,11052,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,11761,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,12136,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,12275,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,12349,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,12782,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,12799,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,13156,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,13333,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,13529,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,13997,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,14137,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,15766,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,16090,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,16196,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,16591,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,17004,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,17669,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,17888,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,18712,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,19022,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,19914,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,19922,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,21966,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,22160,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,22250,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,23849,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,26119,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,26346,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,27559,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,27828,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,30460,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,30804,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,31264,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,31878,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,32680,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,32788,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,32943,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,33822,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,36519,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,37001,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,37515,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,37760,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,38865,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,39923,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,40511,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,40910,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,41002,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,41211,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,41613,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,42122,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,42181,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,43096,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,47161,CPD_908424475140,derazantinib,20560917
3000,2,batch_1,4409,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,6235,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,7491,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,8575,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,10078,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,10742,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,11722,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,11766,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,11802,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,13122,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,14015,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,14089,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,14771,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,15319,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,16292,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,17119,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,17406,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,17536,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,17591,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,17988,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,18754,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,20413,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,21004,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,21446,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,21819,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,21821,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,22119,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,24067,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,24474,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,24524,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,25536,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,27830,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,29295,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,29308,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,30079,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,30081,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,30106,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,30344,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,31018,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,31525,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,31535,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,33349,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,33371,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,33988,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,34382,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,34485,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,35302,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,36364,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,36641,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,36712,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,37067,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,37395,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,37999,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,38428,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,38437,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,39147,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,42668,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,42720,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,44351,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,44741,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,45143,CPD_548023859323,endoxifen,20560917
3000,2,batch_1,466,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,930,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,2677,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,2743,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,3523,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,3679,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,3874,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,4212,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,5203,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,6052,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,6171,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,6487,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,6499,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,7873,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,9950,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,10288,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,10319,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,10963,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,11458,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,11988,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,12283,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,13102,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,13555,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,13760,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,14008,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,14068,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,14583,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,14668,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,14769,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,16163,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,16247,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,17514,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,17889,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,18233,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,18292,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,18710,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,21589,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,21668,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,23915,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,25180,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,25696,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,25921,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,26133,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,26356,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,26670,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,27158,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,27542,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,27860,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,28179,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,28450,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,29207,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,31732,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,32011,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,34545,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,35573,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,35645,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,35995,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,36054,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,36492,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,36932,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,38441,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,41127,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,42277,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,43334,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,44239,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,44406,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,46469,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,47324,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,47644,CPD_056284183052,fexagratinib,20560917
3000,2,batch_1,786,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,1514,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,3492,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,5414,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,6149,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,6717,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,8349,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,8603,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,9072,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,9199,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,10586,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,11470,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,11676,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,11953,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,11967,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,12805,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,13357,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,13481,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,14178,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,16199,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,16229,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,18586,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,18619,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,18886,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,18967,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,19999,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,20270,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,20314,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,20679,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,21077,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,21204,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,21221,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,22791,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,23175,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,23659,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,23854,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,24096,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,24227,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,25603,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,26278,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,26386,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,27616,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,27705,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,29094,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,30640,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,32673,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,33236,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,33366,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,34306,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,36208,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,37406,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,38953,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,39451,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,39949,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,40010,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,40215,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,40818,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,40890,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,41413,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,41788,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,43361,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,43770,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,44825,CPD_167907273288,lapatinib,20560917
3000,2,batch_1,1039,CPD_483004848109,momelotinib/CYT387,20560917
3000,2,batch_1,1357,CPD_483004848109,momelotinib/CYT387,20560917
3000,2,batch_1,3150,CPD_483004848109,momelotinib/CYT387,20560917
3000,2,batch_1,3380,CPD_483004848109,momelotinib/CYT387,20560917
3000,2,batch_1,3812,CPD_483004848109,momelotinib/CYT387,20560917
3000,2,batch_1,5113,CPD_483004848109,momelotinib/CYT387,20560917
3000,2,batch_1,5915,CPD_483004848109,momelotinib/CYT387,20560917
3000,2,batch_1,6771,CPD_483004848109,momelotinib/CYT387,20560917
3000,2,batch_1,7498,CPD_483004848109,momelotinib/CYT387,20560917
3000,2,batch_1,8620,CPD_483004848109,momelotinib/CYT387,20560917
3000,2,batch_1,9100,CPD_483004848109,momelotinib/CYT387,20560917
3000,2,batch_1,9577,CPD_483004848109,momelotinib/CYT387,20560917
3000,2,batch_1,10829,CPD_483004848109,momelotinib/CYT387,20560917
3000,2,batch_1,10886,CPD_483004848109,momelotinib/CYT387,20560917
3000,2,batch_1,10915,CPD_483004848109,momelotinib/CYT387,20560917
3000,2,batch_1,13091,CPD_483004848109,momelotinib/CYT387,20560917
3000,2,batch_1,13190,CPD_483004848109,momelotinib/CYT387,20560917
3000,2,batch_1,13749,CPD_483004848109,momelotinib/CYT387,20560917
