context,split_seed,batch_id,role
zic008_hek293,20260929,batch_04,held_out
zic008_hek293,20260930,batch_01,acquisition
zic008_hek293,20260930,batch_02,held_out
zic008_hek293,20260930,batch_03,held_out
zic008_hek293,20260930,batch_04,acquisition
zic008_hek293,20260931,batch_01,acquisition
zic008_hek293,20260931,batch_02,held_out
zic008_hek293,20260931,batch_03,acquisition
zic008_hek293,20260931,batch_04,held_out
zic008_hek293,20260932,batch_01,acquisition
zic008_hek293,20260932,batch_02,acquisition
zic008_hek293,20260932,batch_03,held_out
zic008_hek293,20260932,batch_04,held_out
zic008_hek293,20260933,batch_01,held_out
zic008_hek293,20260933,batch_02,acquisition
zic008_hek293,20260933,batch_03,held_out
zic008_hek293,20260933,batch_04,acquisition
zic008_hek293,20260934,batch_01,held_out
zic008_hek293,20260934,batch_02,held_out
zic008_hek293,20260934,batch_03,acquisition
zic008_hek293,20260934,batch_04,acquisition
zic008_hek293clone,20260915,batch_01,held_out
zic008_hek293clone,20260915,batch_02,acquisition
zic008_hek293clone,20260916,batch_01,held_out
zic008_hek293clone,20260916,batch_02,acquisition
zic008_hek293clone,20260917,batch_01,acquisition
zic008_hek293clone,20260917,batch_02,held_out
zic008_hek293clone,20260918,batch_01,acquisition
zic008_hek293clone,20260918,batch_02,held_out
zic008_hek293clone,20260919,batch_01,acquisition
zic008_hek293clone,20260919,batch_02,held_out
zic008_hek293clone,20260920,batch_01,acquisition
zic008_hek293clone,20260920,batch_02,held_out
zic008_hek293clone,20260921,batch_01,acquisition
zic008_hek293clone,20260921,batch_02,held_out
zic008_hek293clone,20260922,batch_01,held_out
zic008_hek293clone,20260922,batch_02,acquisition
zic008_hek293clone,20260923,batch_01,held_out
zic008_hek293clone,20260923,batch_02,acquisition
zic008_hek293clone,20260924,batch_01,acquisition
zic008_hek293clone,20260924,batch_02,held_out
zic008_hek293clone,20260925,batch_01,held_out
zic008_hek293clone,20260925,batch_02,acquisition
zic008_hek293clone,20260926,batch_01,acquisition
zic008_hek293clone,20260926,batch_02,held_out
zic008_hek293clone,20260927,batch_01,held_out
zic008_hek293clone,20260927,batch_02,acquisition
zic008_hek293clone,20260928,batch_01,held_out
zic008_hek293clone,20260928,batch_02,acquisition
zic008_hek293clone,20260929,batch_01,acquisition
zic008_hek293clone,20260929,batch_02,held_out
zic008_hek293clone,20260930,batch_01,acquisition
zic008_hek293clone,20260930,batch_02,held_out
zic008_hek293clone,20260931,batch_01,held_out
zic008_hek293clone,20260931,batch_02,acquisition
zic008_hek293clone,20260932,batch_01,acquisition
zic008_hek293clone,20260932,batch_02,held_out
zic008_hek293clone,20260933,batch_01,acquisition
zic008_hek293clone,20260933,batch_02,held_out
zic008_hek293clone,20260934,batch_01,acquisition
zic008_hek293clone,20260934,batch_02,held_out
